Name,Ticker,"Sub-Sector","Market Cap","Additional Paid–in Capital","Investing Cash Flow","Net Change in Cash","Total Liabilities","Loans & Advances","Financing Cash Flow","Long Term Investments","Total Cash Dividend Paid","Reserves & Surplus","Capital Expenditure","Net Property,Plant & Equipment","Operating Cash Flow"
Ganga Pharmaceuticals Ltd,GANGAPHARM,"Pharmaceuticals","7.0938","0.77","1.18","0.26999999999999996","1.8399999999999999",,"-0.33","0","0","0.8999999999999999","0.1","0.6699999999999999","-0.58"
KOBO Biotech Ltd,KOBO,"Pharmaceuticals","7.076025","31.71","0","0","203.31",,"-0.87","0","0","-183.52","0","37.59","0.87"
Ashram Online.com Ltd,ASHRAM,"Retail - Online","7.068","0","-0.01","-0.22","0.4999999999999998",,"-0.13","3.42","0","-0.56","0","0.03999999999999998","-0.08"
Motilal Oswal Nifty Smallcap 250 ETF,MOSMALL250,"Equity","7.0308",,,,,,,,,,,,
DSP BSE Sensex ETF,SENSEXADD,"Equity","7.022054778",,,,,,,,,,,,
Omkar Speciality Chemicals Ltd,OMKARCHEM,"Specialty Chemicals","7.017098","0.04","17.35","-0.1399999999999988","244.69",,"-1.08","0.71","0","-178.95","0.02","27.91","-16.41"
First Fintec Ltd,FIRSTFIN,"IT Services & Consulting","7.0010541150000005","15.62","0.06","0.020000000000000004","1.819999999999998",,"0.05","0","0","-15.45","0","2.5874293999999995","-0.09"
Bright Solar Ltd,BRIGHT,"Industrial Machinery","6.99972","14.04","-0.06","-1.26","8.089999999999995",,"0.09","0.48","0","-9.549999999999999","0","0.10999999999999999","-1.29"
Brijlaxmi Leasing & Finance Ltd,BRIJLEAS,"Investment Banking & Brokerage","6.98058","0","-1.41","3.8900000000000006","13.6","13.59","-7.16","1.41","0","-0.54","0","0.06999999999999999","12.46"
Multipurpose Trading and Agencies Ltd,ZMULTIPU,"Specialized Finance","6.94485","0","-0.15","-0.040000000000000036","0.18999999999999934","3.11","0.36","0","0","0.17","0","0","-0.25"
Filmcity Media Ltd,FILME,"Movies & TV Serials","6.939609963","0.65","0","-0.01","0.7400000000000002",,"0","0","0","-0.8300000000000001","0","0","-0.01"
Vinayak Polycon International Ltd,VINAYAKPOL,"Packaging","6.93291375","0","-0.2","-0.040000000000000036","3.7399999999999998",,"-2.15","0","0","1.93","0.22","3.130000000000001","2.31"
Trio Mercantile And Trading Ltd,TRIOMERC,"Commodities Trading","6.929533608","7.5","0.11","0.28","3.7600000000000002",,"-0.5","0","0","2.7699999999999996","0.01","0.01999999999999999","0.67"
Jain Marmo Industries Ltd,JAINMARMO,"Building Products - Granite","6.902973","0","-0.07","0.020000000000000018","2.079999999999999",,"-0.19","0.01","0","0.83","0.08","1.1199999999999994","0.28"
Sailani Tours N Travel Limited,SAILANI,"Tour & Travel Services","6.900768","1.59","-0.29","-0.040000000000000036","4.65",,"1.69","0","0","1.1500000000000001","0.05","2.5300000000000002","-1.44"
Aarcon Facilities Ltd,AARCON,"Hotels, Resorts & Cruise Lines","6.8787753","0","-0.36","0.20000000000000007","0.02000000000000089",,"0","0.8","0","-0.13","0","0.17999999999999994","0.56"
Kotak MSCI India ETF,MSCIINDIA,"Equity","6.830048836",,,,,,,,,,,,
Mirae Asset BSE 500 Dividend Leaders 50 ETF,DIVIDEND,"Equity","6.802073577",,,,,,,,,,,,
Lakshmi Precision Screws Ltd,LAKPRE,"Industrial Machinery","6.794775206999999","31.83","2.5651497","-2.2981810999999936","435.95000000000005",,"-35.045888","3.12","0.0242523","-16.949999999999996","7.6909572","168.72","30.1825572"
Peeti Securities Ltd,PEETISEC,"Textiles","6.788224","0","0.3","-0.5800000000000001","1.1400000000000001",,"0","2.54","0","7.86","0","0.26","-0.88"
Motilal Oswal Nifty Energy ETF,MOENERGY,"Equity","6.77712",,,,,,,,,,,,
Groww Nifty India Internet ETF,GROWWNET,"Equity","6.741730823999999",,,,,,,,,,,,
Delta Industrial Resources Ltd,DELTA,"Textiles","6.74125","0","-1.1","-0.3700000000000001","1.0900000000000007",,"0","0.02","0","-0.65","0","0","0.73"
Ambitious Plastomac Company Ltd,AMBIT,"Real Estate","6.7396","0.25","0","-0.02","6.010000000000001",,"0.02","0","0","-6.73","0","0","-0.04"
Lexoraa Industries Ltd,LEXORAA,"Precious Metals, Jewellery & Watches","6.722519","0","0","0.010000000000000009","1.43",,"0.81","0","0","-5.07","0","0","-0.8"
Shelter Infra Projects Ltd,SIPL,"Construction & Engineering","6.708332519","1.9","5.58","0.07000000000000028","29.549999999999997",,"-7.12","0.95","0","-1.5799999999999998","0","4.4399999999999995","1.61"
Polymac Thermoformers Ltd,POLYMAC,"Plastic Products","6.6559872","5.83","-0.04","-0.05","7.91",,"-0.03","0.65","0","0.009999999999999787","0.66","2.69","0.02"
ICICI Prudential Nifty EV & New Age Automotive ETF,EVIETF,"Equity","6.6417184119999995",,,,,,,,,,,,
Shree Steel Wire Ropes Ltd,SSWRL,"Iron & Steel","6.63622596","0","-1.09","-1.26","1.4100000000000001",,"0","0.01","0","9.99","0.88","4.438899999999999","-0.17"
Atharv Enterprises Ltd,ATHARVENT,"Commodities Trading","6.63","0","-2.19","0.28","16.03",,"0.47","7.4","0","3.05","0.8","0.29","2"
Futuristic Securities Ltd,FUTURSEC,"Investment Banking & Brokerage","6.63","0","0.11","0.009999999999999995","0.009999999999999992","0","0","0.4","0","-0.57","0","0.01","-0.1"
Supertex Industries Ltd,SUPERTEX,"Textiles","6.62333088","3.49","-0.08","-0.5599999999999996","43.37999999999999",,"-4.68","0","0","15.360000000000001","0.08","11.149999999999999","4.2"
Amraworld Agrico Ltd,AMRAAGRI,"Commodities Trading","6.6165","0","-4.06","-0.019999999999999574","3.5099999999999985",,"0","14.54","0","-0.44","0","0","4.04"
Angel One Nifty 50 ETF,AONENIFTY,"Equity","6.59735315",,,,,,,,,,,,
Mirae Asset Nifty50 Equal Weight ETF,EQUAL50,"Equity","6.581512368",,,,,,,,,,,,
Padmalaya Telefilms Ltd,PADMALAYAT,"Movies & TV Serials","6.579","75.66","0","0","3.990000000000007",,"0.19","0","0","-76.53","0","0","-0.19"
Mirae Asset Nifty Smallcap 250 ETF,SMALL250,"Equity","6.576971554",,,,,,,,,,,,
Kotak Nifty Midcap 150 ETF,MID150,"Equity","6.567952458",,,,,,,,,,,,
Premier Synthetics Ltd,PREMSYN,"Textiles","6.54531","4.84","2.31","2.220446049250313e-16","4.6699999999999955",,"1.2","0","0","17.64","0","16.630000000000003","-3.51"
Systematix Securities Ltd,SYTIXSE,"Diversified Financials","6.54","2.05","0.31","0.06999999999999998","0.12000000000000177","6.72","-0.07","1.43","0","1.6500000000000004","0","0.06999999999999998","-0.17"
Brawn Biotech Ltd,BRAWN,"Pharmaceuticals","6.480648","0","-0.24","-0.19","17.130000000000003",,"0","0","0","0.36","0.24","0.45999999999999996","0.05"
Amanaya Ventures Ltd,AMANAYA,"Precious Metals, Jewellery & Watches","6.46847","1.65","-0.01","0.37","0.13",,"-0.01","0","0","-0.07999999999999985","0.03","0.11000000000000001","0.39"
Aryan Share & Stock Brokers Ltd,ARYAN,"Investment Banking & Brokerage","6.465","0","-1.59","-0.47","2.3200000000000003","0","0","16.16","0","11.92","0","0.040000000000000036","1.12"
Hittco Tools Ltd,HITTCO,"Industrial Machinery","6.437040115","1.32","-1.21","0.43000000000000016","6.73",,"1.55","0","0","-4.23","1.67","3.9299999999999997","0.09"
Prime Capital Market Ltd,PRIMECAPM,"Diversified Financials","6.4200642","0","0","0.02","2.3599999999999985","2.56","0","0","0","0.11","0","0","0.02"
Sophia Traexpo Ltd,STRAEXPO,"Paper Products","6.4158","0","0","-0.2","0.3100000000000002",,"0","0","0","-0.92","0","0","-0.2"
DSP Nifty Next 50 ETF,NEXT50ADD,"Equity","6.407005796",,,,,,,,,,,,
SecUR Credentials Ltd,SECURCRED,"Employment Services","6.40579056","0","-0.08","-0.09999999999999964","47.74999999999999",,"-8.85","0.02","0","4.05","0.08","13.008599999999998","8.83"
Omni AX's Software Ltd,OMNIAX,"Software Services","6.405378347999999","4.39","0","-0.02","0.19",,"0","0","0","-10.08","0","0.0037000000000002586","-0.02"
Grandma Trading and Agencies Ltd,GRANDMA,"Commodities Trading","6.3994","0","0","-0.35","0.3099999999999997",,"0","0","0","-12.99","0","0","-0.35"
MPAgro Industries Ltd,MPAGI,"Fertilizers & Agro Chemicals","6.3843054","0","0.37","0.07","0.19000000000000067",,"0","0","0","0.14","0","0","-0.3"
Padmanabh Industries Ltd,PADMAIND,"Diversified Chemicals","6.36922","7.65","0","0.050000000000000266","3.8800000000000003",,"2.89","0","0","-13.780000000000001","0","0.0033999999999999586","-2.84"
Haria Exports Ltd,HARIAEXPO,"Commodities Trading","6.3525","4.03","0.21","-0.03","2.1337098754514727e-16",,"0","0","0","-1.4400000000000004","0","0","-0.24"
DSP Nifty500 Flexicap Quality 30 ETF,FLEXIADD,"Equity","6.341395872",,,,,,,,,,,,
CHD Chemicals Ltd,CHDCHEM,"Commodities Trading","6.318175","0.27","0.03","-0.06000000000000005","9.760000000000005",,"-2.78","0","0","2.94","0.01","0.6800000000000002","2.69"
ICICI Prudential Nifty Top 15 Equal Weight ETF,TOP15IETF,"Equity","6.313698745",,,,,,,,,,,,
Mahaveer Infoway Ltd,MAHAVEER,"IT Services & Consulting","6.313314","0","0.28","0.05000000000000002","3.2700000000000014",,"-0.13","0.32","0","-1.48","0","1.1599999999999997","-0.1"
Shri Ram Switchgears Ltd,SRIRAM,"Electrical Components & Equipments","6.30665595","2.4","0.09","-0.9699999999999998","74.82",,"4.96","0","0","-33.63","0.01","1.4000000000000004","-6.02"
Groww Nifty Next 50 ETF,GROWWNXT50,"Equity","6.300737762",,,,,,,,,,,,
M Lakhamsi Industries Ltd,MLINDLTD,"Agro Products","6.293799785","0.28","-0.01","-0.39","28.489999999999995",,"-0.04","2.4","0.06","2.04","0.01","0.09999999999999998","-0.34"
DSP Nifty Midcap 150 ETF,MIDCAPADD,"Equity","6.28886462",,,,,,,,,,,,
Mirae Asset BSE 200 Equal Weight ETF,EQUAL200,"Equity","6.286491984",,,,,,,,,,,,
Bloom Dekor Ltd,BLOOM,"Wood Products","6.2746","2.46","-0.02","-0.4","22.939999999999998",,"-0.14","0","0","-15.89","0.02","1.9999999999999991","-0.24"
Kotak Nifty 100 Equal Weight ETF,NIFTY100EW,"Equity","6.23068722",,,,,,,,,,,,
Gian Life Care Ltd,GIANLIFE,"Health Care Equipment & Supplies","6.184231352","0","0.25","0.97","16.709999999999997",,"0.45","0","0","8.89","0.01","4.59","0.27"
Sikozy Realtors Ltd,SIKOZY,"Real Estate","6.152454","1.81","0","-0.020000000000000018","0.4400000000000013",,"0.15","0","0","-6.210000000000001","0","0","-0.17"
DSP MSCI India ETF,MSCIADD,"Equity","6.127612974",,,,,,,,,,,,
Oswal Yarns Ltd,OSWAYRN,"Textiles","6.12728","0","0","0.30000000000000004","0.5800000000000001",,"0.03","0","0","-0.92","0","1.1800000000000002","0.27"
Siddheswari Garments Ltd,SIDDHEGA,"Investment Banking & Brokerage","6.1166952","0","0.3","-0.21000000000000002","0.07999999999999843",,"0","27.78","0","27.31","0","0.03999999999999998","-0.51"
Wherrelz IT Solutions Ltd,WITS,"IT Services & Consulting","6.099188","1.49","-3.62","-0.1399999999999988","53.089999999999996",,"13.72","0","0","-9.4","3.62","0.032385999999999804","-10.24"
Patron Exim Ltd,PATRON,"Pharmaceuticals","6.04998","13.91","0","-0.04","5.049999999999991",,"-0.03","0","0","2.120000000000001","0","0.009999999999999998","-0.01"
Kotak Nifty200 Quality 30 ETF,QUALITY30,"Equity","6.035883588",,,,,,,,,,,,
Aravali Securities and Finance Ltd,ARAVALIS,"Investment Banking & Brokerage","6.0312323","12.71","0","0.049999999999999996","4.449999999999999","0","-0.04","0","0","-28.79","0","1.87","0.09"
Agio Paper & Industries Ltd,AGIOPAPER,"Paper Products","6.0147742","5.06","0","0.020000000000000018","13.160000000000002",,"0.43","0","0","-48.38","0","22.63","-0.41"
Incon Engineers Ltd,INCON,"Industrial Machinery","6.0103419","0","0.13","-0.010000000000000009","1.3000000000000003",,"0.29","0","0","-6.07","0","0.47","-0.43"
Triveni Enterprises Ltd,TRIVENIENT,"Commodities Trading","6.0102","2.74","0.35","0.33999999999999997","0.799999999999998",,"0","0.12","0","2.2299999999999995","0","0","-0.01"
Retro Green Revolution Ltd,RGRL,"Agricultural & Farm Machinery","6.003684","18.18","0.01","0.09999999999999964","1.06",,"-12.09","46.37","0","-0.17999999999999972","0","2","12.18"
Eureka Industries Ltd,EUREKAI,"Textiles","6.0025","0","0","0.25","9.790000000000001",,"0","0","0","-10.25","0","0","0.25"
Worldwide Aluminium Ltd,WWALUM,"Commodities Trading","6.0007838","1.34","0","-3.16","11.11",,"0","0","0","1.53","0","0","-3.16"
Abhinav Leasing & Finance Ltd,ALFL,"Specialized Finance","5.9976","0","4.46","-0.8900000000000006","25.83","22.33","-12.82","7.65","0","1.08","0","0.07","7.47"
Looks Health Services Ltd,LOOKS,"Health Care Equipment & Supplies","5.9955","4.5","0.73","0.22999999999999998","0.11999999999999843",,"0","0","0","-0.16999999999999993","0","0.3600000000000001","-0.5"
GCM Capital Advisors Ltd,GCMCAPI,"Investment Banking & Brokerage","5.96288","16.88","0","-0.12","1.5199999999999985","0","-0.25","0","0","-8.2","0","0.5800000000000001","0.13"
Mirae Asset BSE Select IPO ETF,SELECTIPO,"Equity","5.957119375",,,,,,,,,,,,
Vision Corporation Ltd,VISIONCO,"Movies & TV Serials","5.8911795","1.96","16.01","-0.04999999999999971","7.599999999999998",,"0.38","0","0","-13.649999999999999","0","2.0300000000000002","-16.44"
Olympic Oil Industries Ltd,OLYOI,"Paper Products","5.887802","0.47","0","0","388.70000000000005",,"0","4.1","0","-26.11","0","0.06000000000000005","0"
Sahara Maritime Ltd,SMARITIME,"Logistics","5.88029475","4.62","0.09","-3.85","2.2700000000000014",,"-0.94","0","0","4.079999999999999","0","1.23","-3"
Motilal Oswal Nifty India Manufacturing ETF,MOMGF,"Equity","5.86725",,,,,,,,,,,,
K Z Leasing and Finance Ltd,KZLFIN,"Consumer Finance","5.85431","0","4.29","0.02999999999999936","5.6899999999999995","2.98","-5.24","16.87","0","16.03","0.01","0.08000000000000002","0.98"
Superior Finlease Ltd,SUPERIOR,"Specialized Finance","5.85195","0","0.53","0.44999999999999996","44.99999999999999","46.41","1.27","1.15","0","0.85","0.11","0.39999999999999997","-1.35"
Virgo Global Ltd,VIRGOGLOB,"IT Services & Consulting","5.8403908","0","0","0.03999999999999959","8.459999999999999",,"-2.49","0","0","-3.39","0","0","2.53"
DSP Nifty Smallcap 250 ETF,SMALLADD,"Equity","5.834421872999999",,,,,,,,,,,,
A F Enterprises Ltd,AFEL,"Investment Banking & Brokerage","5.818149882","4.23","-0.93","0.15000000000000002","101.33999999999999",,"1.11","0","0","14.899999999999999","0.01","4.473302","-0.03"
Motilal Oswal Nifty Next 50 ETF,MONEXT50,"Equity","5.81616",,,,,,,,,,,,
Enterprise International Ltd,ENTRINT,"Textiles","5.8110162","2.04","0.09","1.0899999999999999","1.3599999999999999",,"0.41","4.35","0","8.61","0","0.8399999999999999","0.59"
Groww Gold ETF,GROWWGOLD,"Gold","5.804117768",,,,,,,,,,,,
Stanpacks (India) Ltd,STANPACK,"Packaging","5.803392","0","-0.63","0","8.8",,"-1.96","0.1","0","0.9","0.63","3.23","2.59"
Sungold Capital Ltd,SUNGOLD,"Diversified Financials","5.797097775","1.99","0.02","0.009999999999999787","1.5900000000000016","0","-6.62","0","0","1.76","0","0.39","6.61"
Promact Plastics Ltd,PROMACT,"Plastic Products","5.762943","0","0","-0.010000000000000009","8.870000000000001",,"-0.49","0.01","0","-8.34","0","0.4700000000000002","0.48"
Zerodha Nifty Smallcap 100 ETF,SML100CASE,"Equity","5.75314103",,,,,,,,,,,,
MOTILAL OSWAL NIFTY 50 EQUAL WEIGHT ETF,MON50EQUAL,"Equity","5.7376",,,,,,,,,,,,
Quantum Digital Vision (India) Ltd,QUANTDIA,"Construction & Engineering","5.68152","2","-0.01","-0.18","4.749999999999999",,"-0.16","0","0","-12.45","0.01","0.6699999999999999","-0.01"
Raghunath International Ltd,RAGHUNAT,"Real Estate","5.6802272","1.72","-0.02","-0.02","1.4000000000000037",,"0","5.07","0","9.45","0.02","0.07","0"
Motilal Oswal Nifty Pse ETF,MOPSE,"Equity","5.6781",,,,,,,,,,,,
Groww Nifty Midcap 150 ETF,GROWWMC150,"Equity","5.66472584",,,,,,,,,,,,
Munoth Communication Ltd,MCLTD,"Technology Hardware","5.6641978","5.61","0.71","0.020000000000000018","2.0199999999999947",,"-0.49","15.01","0","0.9399999999999995","0.01","2.5699999999999994","-0.2"
Shikhar Consultants Ltd,SHIKHAR,"Diversified Financials","5.651233","0","-0.01","-0.009999999999999995","1.0899999999999999","0","0.09","0","0","-2.71","0","0","-0.09"
Mukta Agriculture Ltd,MUKTA,"Commodities Trading","5.63726046","39.27","-0.75","0.020000000000000018","0.020000000000003553",,"0","21.85","0","-38.7","0","0","0.77"
Universal Arts Ltd,UNIVARTS,"Movies & TV Serials","5.6329935","0","-0.33","-0.010000000000000009","0.14999999999999955",,"0","0.03","0","-2.77","0","0.04000000000000001","0.32"
Symbiox Investment & Trading Co Ltd,SYMBIOX,"Textiles","5.6317194","0.04","-2.84","0.7400000000000002","0.2500000000000051",,"0","0","0","0.4","0","0.019999999999999997","3.58"
Boston Commerce Ltd,BOSTON,"Investment Banking & Brokerage","5.6087622","0","0","-0.009999999999999787","3.2",,"4.58","0","0","-1.1","0","0","-4.59"
Aditya Ispat Ltd,ADITYA,"Iron & Steel","5.60145","0.05","4.05","-0.02000000000000135","29.360000000000007",,"-10.13","0","0","2.4000000000000004","0.01","21.270000000000003","6.06"
IDream Film Infrastructure Company Ltd,IDREAM,"Animation","5.57925","0.1","0","0","4.529999999999999",,"0.11","0","0","-5.9799999999999995","0","0","-0.11"
Motilal Oswal Nifty MNC ETF,MOMNC,"Equity","5.5685",,,,,,,,,,,,
Lead Financial Services Ltd,LEADFIN,"Diversified Financials","5.544","0","-0.15","1.1700000000000002","4.54","2.48","0","0.18","0","2.77","0","2.11","1.32"
Motilal Oswal Nifty 100 ETF,MONIFTY100,"Equity","5.53728",,,,,,,,,,,,
Mirae Asset Nifty Top 20 Equal Weight ETF,TOP20,"Equity","5.531130931",,,,,,,,,,,,
Motilal Oswal Nifty Realty ETF,MOREALTY,"Equity","5.51664",,,,,,,,,,,,
Groww Nifty Realty ETF,GROWWRLTY,"Equity","5.51435793",,,,,,,,,,,,
Motilal Oswal BSE Top 10 Banks ETF,MOBANK10,"Equity","5.5131",,,,,,,,,,,,
Jointeca Education Solutions Ltd,JOINTECAED,"Software Services","5.508415","5","-0.02","-0.020000000000000004","2.3499999999999996",,"0.09","0","0","-9.719999999999999","0.02","6.710000000000001","-0.09"
Zerodha Nifty 50 ETF,NIFTYCASE,"Equity","5.4644384",,,,,,,,,,,,
Modella Woollens Ltd,MODWOOL,"Textiles","5.46","0","0","-0.18","0.5499999999999999",,"0","0","0","-1.24","0","0","-0.18"
Saianand Commercial Ltd,SAICOM,"Diversified Financials","5.4528","21.92","2.28","0.020000000000000018","2.590000000000007",,"2.55","17.78","0","-4.520000000000003","0","0","-4.81"
UTL Industries Ltd,UTLINDS,"Iron & Steel","5.437575","0","0","-0.009999999999999995","0.24000000000000155",,"0.05","0","0","0.81","0","0","-0.06"
Angel One Nifty Total Market Momentum Qlty 50 ETF,AONETMMQ50,"Equity","5.433301524",,,,,,,,,,,,
Motilal Oswal BSE India Infrastructure ETF,MOINFRA,"Equity","5.43191",,,,,,,,,,,,
Sun Retail Ltd,SUNRETAIL,"Agro Products","5.43088","1.2","-0.23","0.039999999999999925","17.15",,"0.61","0","0","-0.07999999999999985","0","0","-0.34"
Kakatiya Textiles Ltd,KAKTEX,"Textiles","5.42944","0","-6.95","0.33999999999999975","46.97",,"-0.38","0","0","-18.65","7.02","23.08","7.67"
Vallabh Steels Ltd,VALLABHSQ,"Building Products - Pipes","5.3955","1.76","0","-0.03","47.14",,"-0.01","0.09","0","-28.78","0","8.830000000000004","-0.02"
Kotak Nifty 200 Momentum 30 ETF,MOMENTUM30,"Equity","5.35699725",,,,,,,,,,,,
CMI Ltd,CMICABLES,"Cables","5.337143181","49.96","6.64","-1.0500000000000007","449.61999999999995",,"-0.75","0","0","-212.43","0.19","118.71","-6.94"
Sahaj Fashions Ltd,SAHAJ,"Retail - Apparel","5.3331048","11.82","-3.2","-1.4000000000000004","51.540000000000006",,"9.1","0","0","8.8","0","10.51","-7.3"
Shivansh Finserve Ltd,SHIVA,"Investment Banking & Brokerage","5.304","0","3.52","-3.3306690738754696e-16","11.399999999999999","0","0.92","0","0","0.24","0","0.08000000000000002","-4.44"
Wagend Infra Venture Ltd,WAGEND,"Specialized Finance","5.278","1.81","0","-0.85","0.7199999999999983","0","0","0","0","-2.0300000000000002","0","0","-0.85"
Ortel Communications Ltd,ORTEL,"Cable & D2H","5.2660228799999995","187.31","-2.52","0.18999999999999995","433.49999999999994",,"0","2.11","0","-297.47","0","308.74649999999997","2.71"
Frontline Financial Services Ltd,FRONTFN,"Construction & Engineering","5.2637812","0","0","0","3.6999999999999997",,"0.18","0","0","0.52","0","1.01","-0.18"
Motilal Oswal Nifty Midcap150 Momentum 50 ETF,MOMIDMTM,"Equity","5.256144",,,,,,,,,,,,
Naksh Precious Metals Ltd,NAKSH,"Precious Metals, Jewellery & Watches","5.24971952","2","-0.01","1.13","0.28000000000000114",,"0.14","0","0","-6.09","0.01","0.7100000000000001","1"
UTI Nifty IT ETF,ITBETA,"Equity","5.245492746",,,,,,,,,,,,
Groww Nifty 500 Low Volatility 50 ETF,GROWWLOVOL,"Equity","5.202627462",,,,,,,,,,,,
Motilal Oswal Nifty Alpha 50 ETF,MOALPHA50,"Equity","5.19948",,,,,,,,,,,,
Adjia Technologies Ltd,ADJIA,"Animation","5.1846756","1.74","0","0.01","0.12999999999999978",,"0","0","0","-0.3600000000000001","0","1.1099999999999999","0.01"
